train_loss,train_acc,val_loss,val_acc,train_f1,val_f1,epochs
2.4975319211901112,0.12628290941543954,2.3767769993215366,0.2572463768115942,0.12433541566133499,0.1879926472902298,1
2.461465011160058,0.17001338688085676,2.3387559565944946,0.2608695652173913,0.14890646934509277,0.2172095775604248,2
2.4425753991766626,0.18340026773761714,2.3557841224946836,0.2608695652173913,0.15666700899600983,0.2277158945798874,3
2.4280623293837924,0.19500223114680945,2.3173473330511563,0.3079710144927536,0.17068958282470703,0.24192139506340027,4
2.4107376500359075,0.1999107541276216,2.3361234388489653,0.21739130434782608,0.17610163986682892,0.19453053176403046,5
2.396166161626963,0.20794288264167782,2.298616063767585,0.2753623188405797,0.18200106918811798,0.2255798727273941,6
2.383496851008261,0.2248995983935743,2.2912678476692974,0.2971014492753623,0.19831107556819916,0.2579597532749176,7
2.3738275473269965,0.23025435073627845,2.2720227863477622,0.3115942028985507,0.20672771334648132,0.2529570162296295,8
2.358861920238871,0.23382418563141455,2.2550816432289453,0.30434782608695654,0.2088480144739151,0.25191524624824524,9
2.347314243388995,0.24899598393574296,2.252363163491954,0.32971014492753625,0.2254325896501541,0.2810124456882477,10
2.3344436658912873,0.2458723784024989,2.2813784350519595,0.2318840579710145,0.2207459807395935,0.20125114917755127,11
2.33795323344226,0.24096385542168675,2.2298282920450405,0.33695652173913043,0.21159487962722778,0.2854200005531311,12
2.304472046417618,0.26729138777331546,2.19382787787396,0.3442028985507246,0.2410055249929428,0.30006730556488037,13
2.2935194240410057,0.28603302097278,2.2261793406113335,0.3188405797101449,0.2583582401275635,0.29685118794441223,14
2.2864111656059594,0.2909415439535921,2.189695486124011,0.3804347826086957,0.26010623574256897,0.32684752345085144,15
2.2899213222348758,0.28826416778224007,2.188579580058222,0.3442028985507246,0.2608689069747925,0.3068462908267975,16
2.2567943665982355,0.3061133422579206,2.137367766836415,0.3695652173913043,0.27927809953689575,0.32359328866004944,17
2.259170466052374,0.3141454707719768,2.1922794286755547,0.35144927536231885,0.2857045829296112,0.32553112506866455,18
