train_loss,val_loss
2.6726366827043435,2.4050708876715765
2.650754964957803,2.404461145401001
2.657263658814511,2.4011417229970298
2.665398084511191,2.4072006808386908
2.66015379711733,2.4060841136508517
2.6566388122106,2.405849721696642
2.648683329760018,2.4065283404456244
2.6680020639451882,2.4062103165520563
2.6624362751588984,2.4058397081163196
2.6565534624002747,2.402073701222738
2.657345286870407,2.4066776964399548
2.6709207114526783,2.4061140484280057
2.6598825373892057,2.407076835632324
2.6570533655457576,2.406813383102417
2.6427327455100365,2.4071287049187555
2.6586243055634577,2.4075867335001626
2.6546264866651117,2.406931930118137
2.6423086635137008,2.4061950047810874
2.6563497195809576,2.4040741390652127
2.65979470640926,2.4065453741285534
2.653155015686811,2.4069854153527155
2.6567513983128435,2.4069005383385553
2.6569755562281205,2.407052410973443
2.656289747205831,2.406527280807495
2.6681784532837947,2.406849569744534
2.644928459393776,2.406612343258328
2.6569566645864713,2.406470696131388
2.648305719181643,2.406570964389377
2.6355753429865434,2.4073138501909046
2.651352332810224,2.4054564105139837
2.667734780554044,2.4054751661088734
2.651154150397091,2.4064762592315674
2.6511952594175177,2.40693023469713
2.63948009377819,2.4069962766435413
2.659443241054729,2.4069661034478083
2.6449218725754045,2.4052104155222573
2.656042260638738,2.401326205995348
2.6483713489467813,2.4055658446417914
2.649567854606499,2.3984373410542807
2.657470161631956,2.407007720735338
2.651098291752702,2.40706647766961
2.6541675349413336,2.4070750342475042
2.6368082418280134,2.4071351952022977
2.659533310744722,2.4071229298909507
2.6539489091452904,2.407108359866672
2.6595384185597046,2.4070995383792453
2.6425232846858138,2.407058689329359
2.6424991761223744,2.4070235358344183
2.653908996258752,2.4068093299865723
2.6535625094074313,2.4063985877566867
2.65343678603738,2.4071205721961126
2.6626177884764592,2.406761778725518
2.64507465847468,2.406581587261624
2.6483375298774847,2.4068382581075034
2.636770252454079,2.40688517358568
2.668447522793786,2.406983110639784
2.650822017152431,2.4070368342929416
2.671216782877001,2.407027588950263
2.6566826650651834,2.4068306022220187
2.650724245330035,2.4072212643093533
2.6568438198606845,2.4071839385562472
2.6537333827907754,2.4072062174479165
2.6621662277286338,2.4056342442830405
2.6453565945059565,2.4070426887936063
2.645100678427745,2.4068653053707547
2.651008763555753,2.4067438178592258
2.6507433753902627,2.406582064098782
2.639611369472439,2.4069954024420843
2.648245819544388,2.407028224733141
2.645196453999665,2.4069573879241943
2.636519775552265,2.4069335990481906
2.6681447756492487,2.4060921404096813
2.6395942356626865,2.4071253140767417
2.633977005037211,2.407160335116916
2.659726288359044,2.4068202442593045
2.659545930765443,2.406952566570706
2.642255383022761,2.4062483575608997
2.6422125889083086,2.405058013068305
2.65692577119601,2.4057826466030545
2.6565028449236334,2.4057397842407227
2.6366103948172874,2.406956089867486
2.665419004731259,2.406287564171685
2.631188639139725,2.4070677757263184
2.645215887134358,2.4070020251803927
2.645407502934084,2.4068497021993003
2.6480794639910683,2.406686862309774
2.645032325033414,2.406630039215088
2.6539244247695146,2.4071633285946317
2.645153130515147,2.4070566495259604
2.6510303424576582,2.4068817827436657
2.6596589977458374,2.406765619913737
2.6649814662286793,2.406544950273302
2.665875139883009,2.4070492585500083
2.639164407374495,2.407079166836209
2.648003408464335,2.4070883062150745
2.6625817751480363,2.406844218571981
2.6567117561728266,2.405791653527154
2.661885132223873,2.40159273147583
2.6533063508696477,2.4066803455352783
2.645200632386288,2.405758672290378
