train_loss,train_acc,val_loss,val_acc,train_f1,val_f1,epochs
2.4397865227959294,0.19544846050870146,2.353255714195362,0.2536231884057971,0.1527632176876068,0.16408105194568634,1
2.3244623843179864,0.26639892904953144,2.2771843930949336,0.27898550724637683,0.23154497146606445,0.22676345705986023,2
2.223366312446577,0.3253012048192771,2.1323855614316636,0.37318840579710144,0.30489784479141235,0.3209548890590668,3
2.1093337503941343,0.3989290495314592,2.1085425425266875,0.35144927536231885,0.38693663477897644,0.34896066784858704,4
2.037870952296821,0.43061133422579206,2.0172938056614087,0.43478260869565216,0.42536869645118713,0.4501912593841553,5
1.9821776517104592,0.4680946006247211,2.0233159652654678,0.42028985507246375,0.4638773500919342,0.38292086124420166,6
1.8958106111171575,0.5162873717090585,1.9769037599148958,0.45652173913043476,0.5142531991004944,0.45260798931121826,7
1.846411047318002,0.5412762159750112,1.857878035393314,0.5434782608695652,0.5417624711990356,0.5265529751777649,8
1.818465754529399,0.5751896474788041,1.8216938108637712,0.5942028985507246,0.5752201080322266,0.5686792135238647,9
1.766680160945465,0.5890227576974565,1.750079037486643,0.6086956521739131,0.5880286693572998,0.609581708908081,10
1.7130630315547009,0.6282909415439536,1.8226934585018435,0.5833333333333334,0.6272637248039246,0.5883075594902039,11
1.7256406891936438,0.6269522534582775,1.7933272347934004,0.5942028985507246,0.6267269253730774,0.5847948789596558,12
1.7082523299029553,0.6251673360107095,1.768281542736551,0.6086956521739131,0.6263173818588257,0.6175904870033264,13
1.6758686580172824,0.6354306113342257,1.7474135903344639,0.5905797101449275,0.6360748410224915,0.5951347351074219,14
1.662687820603091,0.6488174921909862,1.773123366245325,0.6340579710144928,0.648421049118042,0.6351263523101807,15
1.6572582891933199,0.6693440428380187,1.8657534882642222,0.5543478260869565,0.6692926287651062,0.5689209699630737,16
1.6695227515532576,0.6648817492190986,1.7920958166537078,0.6086956521739131,0.6653422117233276,0.6150864362716675,17
1.6511737633262134,0.6613119143239625,1.7127214566521023,0.6195652173913043,0.661776065826416,0.6225106716156006,18
1.6486374564811301,0.6688978134761268,1.8353349782418513,0.5652173913043478,0.6687080264091492,0.6079356670379639,19
1.651178808735716,0.6827309236947792,1.7620902614317078,0.6231884057971014,0.6814388036727905,0.620455801486969,20
1.6532668648208693,0.6648817492190986,1.7419600953226504,0.6376811594202898,0.6653448939323425,0.6323821544647217,21
1.6417831637826363,0.6622043730477465,1.6907700282939966,0.6920289855072463,0.6616986393928528,0.6934863924980164,22
1.647602055978158,0.6613119143239625,1.6644716504691304,0.6666666666666666,0.6610910892486572,0.6766150593757629,23
1.6496357762457163,0.6617581436858545,1.74630582159844,0.6195652173913043,0.6613994836807251,0.6130574345588684,24
1.6290049872085592,0.6916555109326193,1.7129921774933303,0.6340579710144928,0.6920437812805176,0.6383090019226074,25
1.6281796954455838,0.6666666666666666,1.80406135407047,0.5905797101449275,0.6660947799682617,0.6056554913520813,26
1.645153463019797,0.678268630075859,1.7342596952465996,0.6485507246376812,0.6784272789955139,0.6554807424545288,27
1.6374125835992352,0.6840696117804551,1.726971767950749,0.6594202898550725,0.683974027633667,0.665583074092865,28
1.63061974624181,0.6854082998661312,1.7564290623733962,0.6304347826086957,0.68597811460495,0.6346085667610168,29
1.5493173854577653,0.7331548415885766,1.6888383920641914,0.6630434782608695,0.7330144643783569,0.6708829998970032,30
1.544269452292916,0.7353859883980366,1.6497817074043164,0.7065217391304348,0.73503577709198,0.7050592303276062,31
1.533129673087134,0.7376171352074966,1.7255392005478127,0.6630434782608695,0.737731397151947,0.6590476632118225,32
1.5460119162325028,0.7322623828647925,1.6827307991359546,0.677536231884058,0.7322057485580444,0.6879507303237915,33
1.523668869379002,0.7443105756358769,1.6773928317470828,0.6811594202898551,0.7447277903556824,0.6856143474578857,34
1.543648557171445,0.7286925479696564,1.6374312310978987,0.6920289855072463,0.7284716367721558,0.6865621209144592,35
1.5407271170286343,0.7434181169120928,1.6495027334793755,0.6992753623188406,0.7434335350990295,0.6981634497642517,36
1.5228703927908662,0.7420794288264168,1.648676151814668,0.717391304347826,0.7425400614738464,0.7194897532463074,37
1.5141840752402036,0.747880410531013,1.730950999951017,0.6485507246376812,0.747299075126648,0.6526421308517456,38
1.5134043087655016,0.750111557340473,1.6867333598758862,0.6666666666666666,0.7497557997703552,0.6656637191772461,39
1.518178840770832,0.7460954930834449,1.6648253945336826,0.6956521739130435,0.7457759976387024,0.6986615061759949,40
1.5190763742143902,0.7532351628737171,1.6479794668114705,0.6956521739130435,0.7527011036872864,0.6943620443344116,41
1.4702506787752478,0.7755466309683177,1.6446669879166975,0.6884057971014492,0.7756029963493347,0.6862359642982483,42
1.4617186469831727,0.7911646586345381,1.660157284874847,0.7101449275362319,0.7911387085914612,0.7108140587806702,43
1.4642360838647934,0.7773315484158858,1.6487600008646648,0.7101449275362319,0.7771518230438232,0.7231389284133911,44
1.4739175366270174,0.7777777777777778,1.640338635099107,0.7137681159420289,0.7780826091766357,0.7125075459480286,45
