train_loss,train_acc,val_loss,val_acc,train_f1,val_f1,epochs
2.3114307869337116,0.20124944221329763,2.262059149534806,0.2572463768115942,0.17016896605491638,0.22578904032707214,1
2.061829895060385,0.30968317715305665,2.037675895552704,0.31521739130434784,0.28318533301353455,0.2721085250377655,2
1.8429800440615067,0.3859883980365908,1.7635039436644402,0.4166666666666667,0.3722873330116272,0.4031793475151062,3
1.6416618982525288,0.4542614904060687,1.6360552190006643,0.4673913043478261,0.445540189743042,0.4489050507545471,4
1.4440179896748315,0.5252119589468988,1.60200582034346,0.4782608695652174,0.5216466188430786,0.46591174602508545,5
1.2845753153643933,0.571173583221776,1.3850944024929102,0.5543478260869565,0.567804217338562,0.5520011186599731,6
1.1830579855249483,0.606871932173137,1.4049403477406157,0.5398550724637681,0.6044106483459473,0.5173787474632263,7
0.8786815749061581,0.7269076305220884,0.9397424217583477,0.7282608695652174,0.7245392799377441,0.7265229225158691,8
0.7232236054155349,0.7746541722445337,0.9035155341245126,0.7246376811594203,0.7734746932983398,0.7227308750152588,9
0.667032453748915,0.7960731816153503,0.8658068793407385,0.7282608695652174,0.7955847978591919,0.7212649583816528,10
0.621136388093539,0.8094600624721107,0.8502209743727809,0.7608695652173914,0.80959153175354,0.76154625415802,11
0.5684286349056981,0.8255243195002231,0.8377788714740587,0.7536231884057971,0.8251820802688599,0.7463627457618713,12
0.5283187524062722,0.8362338241856314,0.8137823326000269,0.7681159420289855,0.835868775844574,0.7673631310462952,13
0.4801207889355171,0.8522980812137438,0.8389247634272644,0.7463768115942029,0.8520677089691162,0.747042179107666,14
0.44352390802316183,0.8719321731369924,0.8263888067525366,0.7644927536231884,0.871932864189148,0.7629002928733826,15
0.4234801455833507,0.8705934850513164,0.8208806018034617,0.7862318840579711,0.8705416321754456,0.7829641103744507,16
0.4179507094480692,0.8790718429272646,0.8207957692768263,0.7572463768115942,0.8789308071136475,0.7553187608718872,17
0.4159230519915627,0.8732708612226685,0.8172874156979547,0.7608695652173914,0.8732612729072571,0.7598226070404053,18
