train_loss,train_acc,val_loss,val_acc,train_f1,val_f1
1.967744019773135,0.22268637532133675,2.0397580383982326,0.17866323907455012,0.11434445530176163,0.11732885986566544
1.6633210114770807,0.2859897172236504,1.631421533832207,0.32519280205655526,0.1941261738538742,0.2384692281484604
1.3486195876236746,0.4315552699228792,1.4340081870709103,0.42159383033419023,0.3862726390361786,0.3789528012275696
1.0074858781917542,0.5620179948586118,1.3309700498237709,0.4794344473007712,0.5293928384780884,0.4507037103176117
0.7019181905797943,0.6979434447300771,1.2938322009648027,0.5025706940874036,0.6723761558532715,0.48475247621536255
0.4595281703153429,0.8014138817480719,1.2128871412693996,0.5604113110539846,0.7823042869567871,0.5434002876281738
0.2927645444486932,0.8701799485861182,1.5963800814586924,0.5025706940874036,0.8589295744895935,0.5179049372673035
0.1770554452674861,0.9248071979434447,1.07603473130106,0.6169665809768637,0.9183787703514099,0.6135150194168091
0.13214842243488772,0.9447300771208226,1.102807717642012,0.6195372750642674,0.9387537240982056,0.6171900033950806
0.11783143724757786,0.9485861182519281,1.0639457135703079,0.6182519280205655,0.9429508447647095,0.6116151213645935
0.10303492616182121,0.9537275064267352,1.1122820089286274,0.615681233933162,0.9485856294631958,0.6134700775146484
0.09918512227755892,0.9569408740359897,1.0883882753646772,0.6195372750642674,0.9521411061286926,0.6144390106201172
0.09315358521775906,0.9569408740359897,1.0907236380564829,0.6336760925449871,0.9516645669937134,0.63116854429245
0.08889483648967621,0.9598329048843187,1.107484656311859,0.6259640102827764,0.9553733468055725,0.621930718421936
0.08014778066953228,0.9624035989717223,1.1064785562628032,0.622107969151671,0.9580680727958679,0.6193255186080933
