train_loss,train_acc,val_loss,val_acc,train_f1,val_f1
2.2125147443197686,0.2294344473007712,1.8778801445482936,0.45758354755784064,0.21021029353141785,0.3467060923576355
1.7132719482431682,0.43219794344473006,1.38764866397436,0.5244215938303342,0.331894189119339,0.42893514037132263
1.3907586685489566,0.5555912596401028,1.1124817269320353,0.6722365038560412,0.4737522006034851,0.5786511301994324
1.1607092925392877,0.7069408740359897,0.9725392514451917,0.8290488431876607,0.6521604657173157,0.7791280150413513
0.9914610536055577,0.8020565552699229,0.7869045711421722,0.8573264781491002,0.7534136176109314,0.8177459239959717
0.8810559413120496,0.833547557840617,0.6890478261332279,0.8791773778920309,0.7940429449081421,0.8501153588294983
0.7667946496782082,0.8627892030848329,0.5818665224512929,0.897172236503856,0.8296377658843994,0.8719469308853149
0.7213280113619827,0.8698586118251928,0.5855966676936358,0.8997429305912596,0.8376787900924683,0.8756729364395142
0.7162696037316997,0.8708226221079691,0.5784894421045456,0.9061696658097687,0.839119553565979,0.8826307058334351
0.7094842881960244,0.8705012853470437,0.5727646282675334,0.8997429305912596,0.8394865989685059,0.8756143450737
0.7092852308235316,0.8640745501285347,0.5722732065116225,0.9074550128534704,0.8321899175643921,0.8835949301719666
0.6953113422295735,0.872107969151671,0.5341495558964257,0.8997429305912596,0.840621292591095,0.8753700256347656
0.677413772954426,0.8766066838046273,0.5433906473813143,0.9061696658097687,0.8455753922462463,0.8826737403869629
0.6745073499593759,0.8762853470437018,0.5216465931778396,0.9048843187660668,0.844863772392273,0.8810893297195435
0.6695904249090768,0.87853470437018,0.5308197647103308,0.903598971722365,0.8467650413513184,0.8796491026878357
0.6718767699055316,0.875,0.5413429492696699,0.910025706940874,0.8438475131988525,0.8864018321037292
0.6683420387209228,0.8753213367609255,0.5370994137461204,0.8984575835475579,0.8433986902236938,0.8744096755981445
0.6760329328343311,0.8698586118251928,0.5246352881269774,0.9048843187660668,0.8388437032699585,0.8811585903167725
0.6613801993563733,0.8798200514138818,0.5165543724761218,0.9074550128534704,0.8488056659698486,0.8834127187728882
