train_loss,train_acc,val_loss,val_acc,train_f1,val_f1
1.9227234897392882,0.230719794344473,1.8223243758733598,0.2442159383033419,0.11077924817800522,0.12325692176818848
1.7694671794504004,0.24582262210796915,1.7158961277694507,0.2609254498714653,0.12293257564306259,0.15048304200172424
1.6488575898589695,0.27892030848329047,1.6408342953512784,0.2892030848329049,0.17679941654205322,0.20285312831401825
1.520585375150862,0.3476863753213368,1.4804100018846957,0.38688946015424164,0.2783023715019226,0.3371742367744446
1.3950355500365896,0.41227506426735216,1.5252810934208965,0.3560411311053985,0.36419960856437683,0.294996976852417
1.284422999482535,0.45854755784061696,1.3381578658724198,0.4190231362467866,0.41622692346572876,0.37484532594680786
1.1390783241291587,0.5202442159383034,1.2290712506115284,0.47429305912596403,0.4854021668434143,0.44436711072921753
0.9266974450996418,0.6179305912596401,1.0417067262997664,0.5616966580976864,0.5871080756187439,0.5351291298866272
0.8604131740898583,0.6474935732647815,1.000358165689483,0.5694087403598972,0.6167678833007812,0.5411181449890137
0.8286392088108013,0.6577763496143959,0.9857602136300585,0.577120822622108,0.6273072361946106,0.548377275466919
0.7789593282273005,0.6821979434447301,0.9716911527368893,0.5822622107969152,0.6511012315750122,0.5558086633682251
0.7455011871296213,0.6931233933161953,0.9550154233653012,0.5951156812339332,0.6623451709747314,0.5681837797164917
0.7056086268706923,0.7082262210796915,0.9268947703366415,0.6041131105398457,0.6770410537719727,0.5762322545051575
0.6937470486660543,0.7146529562982005,0.9067404320736471,0.622107969151671,0.6824457049369812,0.5929535627365112
0.650470854997022,0.7336118251928021,0.9017600452378967,0.6143958868894601,0.7024317383766174,0.5854063034057617
0.6348816255983779,0.747107969151671,0.8976305758432128,0.6336760925449871,0.7159004211425781,0.6048144102096558
0.6448353433976749,0.734254498714653,0.896398078813038,0.6182519280205655,0.7031381726264954,0.5900390148162842
0.6318816332706756,0.7377892030848329,0.8960854524511911,0.6208226221079691,0.7064437866210938,0.5921506285667419
0.6281868738809404,0.7458226221079691,0.8987820428870331,0.622107969151671,0.7137616872787476,0.5935145020484924
0.6275720326636934,0.743573264781491,0.9040194691606537,0.6246786632390745,0.7112414836883545,0.595876932144165
